order_id,order_date,customer,region,product,qty,unit_price,total,status
100819,14/04/2026,Wayne Enterprises,East,Gadget X,2,"$2,150.00","$4,300.00",SHIPPED
100820,2026-04-15,Acme Corp,nyc,Widget Lite,17,$89.99,"$1,529.83",pending
100821,2026-04-16,Acme Corp,n-y-c,Widget Pro,13,"$1,234.50","$16,048.50",SHIPPED
100822,2026-04-17,Hooli,East,Widget Pro,14,"$1,234.50","$17,283.00",Pending
100823,2026-04-18,Acme Corp,West,Widget Lite,9,$89.99,$809.91,SHIPPED
100824,19/04/2026,Umbrella Ltd,East,Gizmo Mini,27,$45.00,"$1,215.00",SHIPPED
100825,2026-04-20,Wayne Enterprises,nyc,Gizmo Mini,20,$45.00,$900.00,Shipped
100826,2026-04-21,Umbrella Ltd,n-y-c,Widget Lite,21,$89.99,"$1,889.79",Pending
100827,22/04/2026,Globex Incorporated,East,Widget Pro,13,"$1,234.50","$16,048.50",SHIPPED
100828,2026-04-23,Hooli,nyc,Gadget X,3,"$2,150.00","$6,450.00",SHIPPED
100829,Apr 24 2026,Vehement Capital,East,Widget Lite,9,$89.99,$809.91,Pending
100830,2026-04-25,Initech,East,Widget Pro,18,"$1,234.50","$22,221.00",pending
100831,Apr 26 2026,Globex Incorporated,West,Widget Lite,19,$89.99,"$1,709.81",SHIPPED
100832,Apr 27 2026,Hooli,West,Gadget X,4,"$2,150.00","$8,600.00",Pending
100833,2026-04-28,Vehement Capital,west,Widget Pro,17,"$1,234.50","$20,986.50",Pending
100834,2026-03-01,Umbrella Ltd,NYC,Widget Lite,20,$89.99,"$1,799.80",Shipped
100835,2026-03-02,Stark Industries,East,Gizmo Mini,13,$45.00,$585.00,pending
100836,Mar 3 2026,Umbrella Ltd,East,Widget Pro,29,"$1,234.50","$35,800.50",pending
100837,2026-03-04,Umbrella Ltd,New York,Gadget X,27,"$2,150.00","$58,050.00",Pending
100838,2026-03-05,Globex Incorporated,East,Widget Lite,8,$89.99,$719.92,pending
100839,2026-03-06,Umbrella Ltd,n-y-c,Widget Lite,29,$89.99,"$2,609.71",Pending
100840,Mar 7 2026,Globex Incorporated,West,Widget Lite,27,$89.99,"$2,429.73",pending
100841,Mar 8 2026,Wayne Enterprises,nyc,Widget Pro,12,"$1,234.50","$14,814.00",Pending
100842,2026-03-09,Massive Dynamic,west,Gadget X,27,"$2,150.00","$58,050.00",shipped
100843,13/03/2026,Stark Industries,n-y-c,Widget Pro,7,"$1,234.50","$8,641.50",SHIPPED
100844,2026-03-11,Globex Incorporated,East,Widget Lite,27,$89.99,"$2,429.73",Pending
100845,Mar 12 2026,Hooli,NYC,Gadget X,8,"$2,150.00","$17,200.00",pending
100846,2026-03-13,Massive Dynamic,East,Gadget X,27,"$2,150.00","$58,050.00",shipped
100847,2026-03-14,Wayne Enterprises,East,Widget Pro,6,"$1,234.50","$7,407.00",SHIPPED
100848,2026-03-15,Hooli,West,Widget Pro,2,"$1,234.50","$2,469.00",Pending
100849,2026-03-16,Umbrella Ltd,West,Gadget X,26,"$2,150.00","$55,900.00",Pending
100850,2026-03-17,Globex Incorporated,New York,Gadget X,9,"$2,150.00","$19,350.00",Pending
100851,2026-03-18,Massive Dynamic,New York,Gizmo Mini,7,$45.00,$315.00,Shipped
100852,2026-03-19,Initech,West,Widget Pro,25,"$1,234.50","$30,862.50",SHIPPED
100853,2026-03-20,Soylent Co,East,Gadget X,3,"$2,150.00","$6,450.00",shipped
100854,2026-03-21,Globex Incorporated,East,Widget Pro,15,"$1,234.50","$18,517.50",Shipped
100855,2026-03-22,Acme Corp,n-y-c,Gizmo Mini,12,$45.00,$540.00,Pending
100856,2026-03-23,Massive Dynamic,NYC,Widget Lite,7,$89.99,$629.93,pending
100857,2026-03-24,Globex Incorporated,West,Gizmo Mini,25,$45.00,"$1,125.00",SHIPPED
100858,2026-03-25,Vehement Capital,East,Widget Lite,1,$89.99,$89.99,pending
100859,2026-03-26,Globex Incorporated,west,Widget Pro,26,"$1,234.50","$32,097.00",SHIPPED
100860,2026-03-27,Wayne Enterprises,East,Gadget X,3,"$2,150.00","$6,450.00",Shipped
100861,Mar 28 2026,Acme Corp,East,Gizmo Mini,14,$45.00,$630.00,pending
100862,2026-04-01,Globex Incorporated,West,Gadget X,19,"$2,150.00","$40,850.00",Pending
100863,2026-04-02,Wayne Enterprises,West,Widget Lite,29,$89.99,"$2,609.71",Pending
100864,2026-04-03,Vehement Capital,East,Gadget X,3,"$2,150.00","$6,450.00",shipped
100865,2026-04-04,Hooli,west,Widget Pro,2,"$1,234.50","$2,469.00",SHIPPED
100866,13/04/2026,Massive Dynamic,NYC,Gizmo Mini,25,$45.00,"$1,125.00",shipped
100867,13/04/2026,Wayne Enterprises,west,Widget Pro,20,"$1,234.50","$24,690.00",pending
100868,Apr 7 2026,Hooli,New York,Widget Lite,30,$89.99,"$2,699.70",Pending
100869,13/04/2026,Initech,NYC,Widget Pro,28,"$1,234.50","$34,566.00",shipped
100870,2026-04-09,Wayne Enterprises,East,Widget Lite,9,$89.99,$809.91,Pending
100871,2026-04-10,Globex Incorporated,NYC,Gadget X,30,"$2,150.00","$64,500.00",pending
100872,Apr 11 2026,Vehement Capital,East,Widget Pro,25,"$1,234.50","$30,862.50",pending
100873,2026-04-12,Acme Corp,West,Widget Lite,6,$89.99,$539.94,Shipped
100874,2026-04-13,Umbrella Ltd,west,Widget Pro,2,"$1,234.50","$2,469.00",Pending
100875,2026-04-14,Hooli,East,Widget Pro,1,"$1,234.50","$1,234.50",Shipped
100876,2026-04-15,Wayne Enterprises,East,Gizmo Mini,1,$45.00,$45.00,SHIPPED
100877,2026-04-16,Wayne Enterprises,west,Gizmo Mini,1,$45.00,$45.00,Shipped
100878,Apr 17 2026,Massive Dynamic,West,Widget Lite,30,$89.99,"$2,699.70",Pending
100879,2026-04-18,Globex Incorporated,East,Gadget X,11,"$2,150.00","$23,650.00",Pending
100880,2026-04-19,Hooli,n-y-c,Gadget X,15,"$2,150.00","$32,250.00",pending
100881,2026-04-20,Massive Dynamic,nyc,Gadget X,16,"$2,150.00","$34,400.00",Pending
100882,21/04/2026,Hooli,New York,Gadget X,20,"$2,150.00","$43,000.00",Pending
100883,2026-04-22,Initech,New York,Gadget X,19,"$2,150.00","$40,850.00",SHIPPED
100884,2026-04-23,Umbrella Ltd,West,Widget Lite,23,$89.99,"$2,069.77",SHIPPED
100885,2026-04-24,Massive Dynamic,nyc,Gadget X,21,"$2,150.00","$45,150.00",pending
100886,2026-04-25,Hooli,East,Gizmo Mini,11,$45.00,$495.00,pending
100887,2026-04-26,Wayne Enterprises,nyc,Widget Lite,26,$89.99,"$2,339.74",SHIPPED
100888,2026-04-27,Umbrella Ltd,n-y-c,Widget Pro,10,"$1,234.50","$12,345.00",shipped
100889,28/04/2026,Globex Incorporated,West,Gizmo Mini,3,$45.00,$135.00,Shipped
100890,Mar 1 2026,Wayne Enterprises,East,Gadget X,19,"$2,150.00","$40,850.00",pending
100891,2026-03-02,Stark Industries,west,Widget Pro,3,"$1,234.50","$3,703.50",SHIPPED
100892,2026-03-03,Initech,East,Widget Pro,1,"$1,234.50","$1,234.50",SHIPPED
100893,2026-03-04,Hooli,NYC,Widget Lite,18,$89.99,"$1,619.82",Pending
100894,13/03/2026,Wayne Enterprises,West,Gadget X,24,"$2,150.00","$51,600.00",Pending
100895,2026-03-06,Stark Industries,East,Widget Pro,21,"$1,234.50","$25,924.50",Pending
100896,2026-03-07,Globex Incorporated,East,Gizmo Mini,12,$45.00,$540.00,Pending
100897,2026-03-08,Umbrella Ltd,East,Gadget X,30,"$2,150.00","$64,500.00",shipped
100898,13/03/2026,Acme Corp,East,Gadget X,24,"$2,150.00","$51,600.00",Pending
100899,2026-03-10,Wayne Enterprises,West,Widget Pro,12,"$1,234.50","$14,814.00",Pending
100900,13/03/2026,Hooli,New York,Gadget X,16,"$2,150.00","$34,400.00",shipped
100901,Mar 12 2026,Massive Dynamic,East,Gadget X,8,"$2,150.00","$17,200.00",pending
100902,2026-03-13,Massive Dynamic,East,Gizmo Mini,24,$45.00,"$1,080.00",Pending
100903,2026-03-14,Vehement Capital,West,Gadget X,21,"$2,150.00","$45,150.00",shipped
100904,15/03/2026,Acme Corp,East,Widget Lite,25,$89.99,"$2,249.75",SHIPPED
100905,2026-03-16,Initech,west,Widget Pro,30,"$1,234.50","$37,035.00",pending
100906,2026-03-17,Umbrella Ltd,west,Gizmo Mini,22,$45.00,$990.00,Pending
100907,2026-03-18,Wayne Enterprises,West,Gadget X,26,"$2,150.00","$55,900.00",pending
100908,2026-03-19,Globex Incorporated,west,Gadget X,23,"$2,150.00","$49,450.00",Shipped
100909,2026-03-20,Vehement Capital,west,Widget Lite,2,$89.99,$179.98,SHIPPED
100910,2026-03-21,Umbrella Ltd,nyc,Gizmo Mini,10,$45.00,$450.00,shipped
100911,2026-03-22,Hooli,west,Gizmo Mini,3,$45.00,$135.00,Shipped
100912,2026-03-23,Globex Incorporated,nyc,Gadget X,18,"$2,150.00","$38,700.00",shipped
100913,Mar 24 2026,Hooli,nyc,Widget Pro,1,"$1,234.50","$1,234.50",pending
100914,2026-03-25,Umbrella Ltd,New York,Widget Pro,27,"$1,234.50","$33,331.50",shipped
100915,2026-03-26,Globex Incorporated,East,Widget Lite,13,$89.99,"$1,169.87",Pending
100916,2026-03-27,Hooli,East,Gadget X,17,"$2,150.00","$36,550.00",pending
100917,2026-03-28,Stark Industries,n-y-c,Widget Pro,1,"$1,234.50","$1,234.50",pending
100918,13/04/2026,Globex Incorporated,west,Widget Pro,24,"$1,234.50","$29,628.00",Pending
100919,13/04/2026,Wayne Enterprises,west,Widget Lite,14,$89.99,"$1,259.86",Shipped
100920,2026-04-03,Massive Dynamic,East,Widget Pro,21,"$1,234.50","$25,924.50",shipped
100921,2026-04-04,Globex Incorporated,East,Widget Pro,10,"$1,234.50","$12,345.00",pending
100922,13/04/2026,Soylent Co,west,Widget Lite,11,$89.99,$989.89,SHIPPED
100923,2026-04-06,Stark Industries,East,Gizmo Mini,7,$45.00,$315.00,Pending
100924,2026-04-07,Vehement Capital,west,Widget Pro,20,"$1,234.50","$24,690.00",pending
100925,2026-04-08,Initech,West,Widget Lite,25,$89.99,"$2,249.75",pending
100926,2026-04-09,Massive Dynamic,nyc,Gadget X,8,"$2,150.00","$17,200.00",SHIPPED
100927,13/04/2026,Massive Dynamic,n-y-c,Gizmo Mini,9,$45.00,$405.00,SHIPPED
100928,2026-04-11,Acme Corp,west,Widget Pro,18,"$1,234.50","$22,221.00",shipped
100929,Apr 12 2026,Stark Industries,West,Widget Pro,25,"$1,234.50","$30,862.50",Shipped
100930,Apr 13 2026,Soylent Co,west,Gadget X,6,"$2,150.00","$12,900.00",shipped
100931,2026-04-14,Acme Corp,NYC,Widget Lite,28,$89.99,"$2,519.72",pending
100932,15/04/2026,Acme Corp,west,Gizmo Mini,12,$45.00,$540.00,pending
100933,2026-04-16,Massive Dynamic,n-y-c,Gadget X,2,"$2,150.00","$4,300.00",pending
100934,2026-04-17,Vehement Capital,NYC,Widget Pro,24,"$1,234.50","$29,628.00",Shipped
100935,Apr 18 2026,Initech,East,Widget Lite,14,$89.99,"$1,259.86",SHIPPED
100936,19/04/2026,Wayne Enterprises,west,Gadget X,11,"$2,150.00","$23,650.00",Shipped
100937,2026-04-20,Soylent Co,East,Widget Lite,28,$89.99,"$2,519.72",Pending
100938,2026-04-21,Globex Incorporated,East,Widget Lite,6,$89.99,$539.94,pending
100939,22/04/2026,Initech,East,Widget Pro,7,"$1,234.50","$8,641.50",Pending
100940,2026-04-23,Massive Dynamic,n-y-c,Widget Lite,14,$89.99,"$1,259.86",Pending
100941,2026-04-24,Vehement Capital,n-y-c,Gizmo Mini,3,$45.00,$135.00,Pending
100942,2026-04-25,Wayne Enterprises,west,Gadget X,,"$2,150.00","$6,450.00",SHIPPED
100943,2026-04-26,Soylent Co,New York,Gizmo Mini,11,$45.00,$495.00,Pending
100944,2026-04-27,Initech,New York,Gadget X,29,"$2,150.00","$62,350.00",shipped
100945,2026-04-28,Initech,west,Widget Lite,3,$89.99,$269.97,pending
100946,2026-03-01,Acme Corp,New York,Widget Pro,5,"$1,234.50","$6,172.50",Pending
100947,13/03/2026,Hooli,East,Gadget X,5,"$2,150.00","$10,750.00",shipped
100948,13/03/2026,Globex Incorporated,nyc,Widget Pro,27,"$1,234.50","$33,331.50",Shipped
100949,Mar 4 2026,Stark Industries,NYC,Gadget X,5,"$2,150.00","$10,750.00",Pending
100950,2026-03-05,Initech,East,Widget Pro,15,"$1,234.50","$18,517.50",pending
100951,2026-03-06,Initech,West,Gizmo Mini,28,$45.00,"$1,260.00",pending
100952,13/03/2026,Soylent Co,West,Gizmo Mini,24,$45.00,"$1,080.00",shipped
100953,2026-03-08,Globex Incorporated,n-y-c,Widget Lite,10,$89.99,$899.90,SHIPPED
100954,2026-03-09,Acme Corp,West,Widget Pro,7,"$1,234.50","$8,641.50",pending
100955,2026-03-10,Umbrella Ltd,East,Widget Lite,29,$89.99,"$2,609.71",Pending
100956,13/03/2026,Stark Industries,New York,Gizmo Mini,9,$45.00,$405.00,shipped
100957,Mar 12 2026,Wayne Enterprises,East,Gizmo Mini,11,$45.00,$495.00,shipped
100958,2026-03-13,Soylent Co,East,Widget Lite,3,$89.99,$269.97,SHIPPED
100959,2026-03-14,Initech,New York,Widget Pro,24,"$1,234.50","$29,628.00",Pending
100960,2026-03-15,Soylent Co,New York,Widget Pro,7,"$1,234.50","$8,641.50",shipped
100961,2026-03-16,Massive Dynamic,New York,Gadget X,26,"$2,150.00","$55,900.00",Pending
100962,2026-03-17,Hooli,East,Gadget X,25,"$2,150.00","$53,750.00",Pending
100963,2026-03-18,Stark Industries,East,Gadget X,18,"$2,150.00","$38,700.00",Pending
100964,19/03/2026,Globex Incorporated,west,Widget Pro,20,"$1,234.50","$24,690.00",Shipped
100965,20/03/2026,Wayne Enterprises,n-y-c,Gizmo Mini,24,$45.00,"$1,080.00",pending
100966,2026-03-21,Vehement Capital,New York,Widget Pro,18,"$1,234.50","$22,221.00",shipped
100967,2026-03-22,Hooli,West,Gadget X,16,"$2,150.00","$34,400.00",pending
100968,23/03/2026,Umbrella Ltd,West,Gizmo Mini,24,$45.00,"$1,080.00",Pending
100968,23/03/2026,Umbrella Ltd,West,Gizmo Mini,24,$45.00,"$1,080.00",Pending
100969,2026-03-25,Soylent Co,West,Widget Pro,20,"$1,234.50","$24,690.00",SHIPPED
100970,2026-03-26,Hooli,East,Widget Lite,25,$89.99,"$2,249.75",shipped
100971,2026-03-27,Acme Corp,New York,Gadget X,9,"$2,150.00","$19,350.00",Pending
100972,2026-03-28,Vehement Capital,nyc,Gizmo Mini,8,$45.00,$360.00,SHIPPED
100973,2026-04-01,Globex Incorporated,East,Widget Lite,6,$89.99,$539.94,Shipped
100974,2026-04-02,Wayne Enterprises,West,Gadget X,18,"$2,150.00","$38,700.00",shipped
100975,2026-04-03,Globex Incorporated,East,Gadget X,12,"$2,150.00","$25,800.00",shipped
100976,2026-04-04,Umbrella Ltd,NYC,Widget Pro,18,"$1,234.50","$22,221.00",SHIPPED
100977,2026-04-05,Globex Incorporated,west,Widget Lite,25,$89.99,"$2,249.75",SHIPPED
100978,2026-04-06,Umbrella Ltd,New York,Gizmo Mini,20,$45.00,$900.00,Shipped
100979,2026-04-07,Massive Dynamic,New York,Gizmo Mini,30,$45.00,"$1,350.00",Pending
100980,2026-04-08,Globex Incorporated,west,Widget Lite,27,$89.99,"$2,429.73",Pending
100981,2026-04-09,Massive Dynamic,East,Widget Lite,22,$89.99,"$1,979.78",Pending
100982,13/04/2026,Massive Dynamic,West,Widget Pro,18,"$1,234.50","$22,221.00",Pending
100983,2026-04-11,Hooli,west,Widget Pro,18,"$1,234.50","$22,221.00",pending
100984,2026-04-12,Massive Dynamic,west,Widget Lite,1,$89.99,$89.99,Shipped
100985,2026-04-13,Stark Industries,West,Widget Lite,23,$89.99,"$2,069.77",SHIPPED
100986,Apr 14 2026,Umbrella Ltd,East,Widget Lite,7,$89.99,$629.93,Shipped
100987,2026-04-15,Massive Dynamic,New York,Gadget X,7,"$2,150.00","$15,050.00",Shipped
100988,2026-04-16,Stark Industries,West,Widget Pro,14,"$1,234.50","$17,133.00",pending
100989,2026-04-17,Massive Dynamic,West,Gizmo Mini,24,$45.00,"$1,080.00",pending
100990,2026-04-18,Soylent Co,New York,Widget Pro,2,"$1,234.50","$2,469.00",pending
100991,2026-04-19,Umbrella Ltd,East,Gadget X,9,"$2,150.00","$19,350.00",pending
100992,2026-04-20,Umbrella Ltd,west,Gadget X,14,"$2,150.00","$30,100.00",pending
100993,2026-04-21,Vehement Capital,n-y-c,Gizmo Mini,6,$45.00,$270.00,Pending
100994,2026-04-22,Acme Corp,West,Widget Pro,7,"$1,234.50","$8,641.50",pending
100995,2026-04-23,Umbrella Ltd,East,Gizmo Mini,5,$45.00,$225.00,Pending
100996,2026-04-24,Wayne Enterprises,West,Gizmo Mini,23,$45.00,"$1,035.00",pending
100997,2026-04-25,Stark Industries,East,Widget Lite,24,$89.99,"$2,159.76",Pending
100998,26/04/2026,Wayne Enterprises,West,Gadget X,27,"$2,150.00","$58,050.00",Shipped
100999,2026-04-27,Soylent Co,West,Widget Pro,10,"$1,234.50","$12,345.00",SHIPPED
101000,28/04/2026,Vehement Capital,East,Widget Lite,17,$89.99,"$1,529.83",Shipped
101001,2026-03-01,Soylent Co,nyc,Gizmo Mini,13,$45.00,$585.00,pending
101002,13/03/2026,Umbrella Ltd,East,Widget Lite,13,$89.99,"$1,169.87",shipped
101003,2026-03-03,Acme Corp,NYC,Gizmo Mini,21,$45.00,$945.00,pending
101004,Mar 4 2026,Wayne Enterprises,East,Gizmo Mini,21,$45.00,$945.00,shipped
101005,Mar 5 2026,Massive Dynamic,New York,Widget Pro,1,"$1,234.50","$1,234.50",SHIPPED
101006,2026-03-06,Umbrella Ltd,west,Widget Lite,14,$89.99,"$1,259.86",SHIPPED
101007,2026-03-07,Initech,East,Gizmo Mini,22,$45.00,$990.00,Pending
101008,2026-03-08,Soylent Co,West,Widget Lite,1,$89.99,$89.99,SHIPPED
101009,2026-03-09,Stark Industries,West,Gadget X,15,"$2,150.00","$32,250.00",pending
101010,2026-03-10,Vehement Capital,East,Gadget X,23,"$2,150.00","$49,450.00",Pending
101011,Mar 11 2026,Soylent Co,NYC,Widget Pro,30,"$1,234.50","$37,035.00",SHIPPED
101012,Mar 12 2026,Soylent Co,west,Widget Pro,8,"$1,234.50","$9,876.00",SHIPPED
101013,2026-03-13,Acme Corp,west,Gizmo Mini,1,$45.00,$45.00,pending
101014,2026-03-14,Massive Dynamic,NYC,Widget Lite,26,$89.99,"$2,339.74",Shipped
101015,2026-03-15,Umbrella Ltd,west,Widget Lite,30,$89.99,"$2,699.70",pending
101016,2026-03-16,Hooli,West,Gizmo Mini,18,$45.00,$810.00,SHIPPED
101017,17/03/2026,Vehement Capital,East,Widget Pro,29,"$1,234.50","$35,800.50",pending
101018,Mar 18 2026,Massive Dynamic,East,Widget Lite,6,$89.99,$539.94,pending
101019,2026-03-19,Stark Industries,n-y-c,Widget Lite,17,$89.99,"$1,529.83",pending
101020,20/03/2026,,n-y-c,Gadget X,27,"$2,150.00","$58,050.00",Pending
101021,2026-03-21,Acme Corp,New York,Gizmo Mini,22,$45.00,$990.00,Shipped
101022,22/03/2026,Wayne Enterprises,East,Gizmo Mini,4,$45.00,$180.00,shipped
101023,2026-03-23,Hooli,East,Gizmo Mini,6,$45.00,$270.00,Pending
101024,24/03/2026,Massive Dynamic,West,Gizmo Mini,24,$45.00,"$1,080.00",pending
101025,2026-03-25,Hooli,nyc,Widget Lite,8,$89.99,$719.92,Pending
101026,2026-03-26,Wayne Enterprises,East,Widget Pro,10,"$1,234.50","$12,345.00",SHIPPED
101027,2026-03-27,Hooli,n-y-c,Widget Lite,30,$89.99,"$2,699.70",Pending
101028,2026-03-28,Acme Corp,East,Widget Lite,1,$89.99,$89.99,shipped
101029,2026-04-01,Wayne Enterprises,NYC,Widget Lite,3,$89.99,$269.97,Pending
101030,2026-04-02,Massive Dynamic,West,Widget Pro,15,"$1,234.50","$18,517.50",pending
101031,2026-04-03,Umbrella Ltd,East,Gizmo Mini,2,$45.00,$90.00,shipped
101032,2026-04-04,Soylent Co,East,Widget Pro,19,"$1,234.50","$23,455.50",Pending
101033,13/04/2026,Stark Industries,East,Gizmo Mini,25,$45.00,"$1,125.00",Pending
101034,13/04/2026,Umbrella Ltd,nyc,Gizmo Mini,7,$45.00,$315.00,Pending
101035,2026-04-07,Wayne Enterprises,East,Gadget X,8,"$2,150.00","$17,200.00",pending
101036,2026-04-08,Soylent Co,East,Gadget X,16,"$2,150.00","$34,400.00",Pending
101037,2026-04-09,Vehement Capital,East,Widget Lite,29,$89.99,"$2,609.71",Shipped
101038,2026-04-10,Massive Dynamic,East,Gizmo Mini,18,$45.00,$810.00,Pending
101039,2026-04-11,Vehement Capital,East,Gizmo Mini,22,$45.00,$990.00,Pending
101040,2026-04-12,Soylent Co,West,Gadget X,26,"$2,150.00","$55,900.00",pending
101041,13/04/2026,Soylent Co,New York,Gizmo Mini,14,$45.00,$630.00,pending
101042,14/04/2026,Globex Incorporated,n-y-c,Gadget X,5,"$2,150.00","$10,750.00",pending
101043,2026-04-15,Globex Incorporated,East,Gadget X,1,"$2,150.00","$2,150.00",Pending
101044,2026-04-16,Soylent Co,West,Gadget X,27,"$2,150.00","$58,050.00",Shipped
101045,17/04/2026,Wayne Enterprises,East,Gizmo Mini,17,$45.00,$765.00,pending
101046,18/04/2026,Umbrella Ltd,NYC,Widget Lite,5,$89.99,$449.95,pending
101047,2026-04-19,Initech,n-y-c,Widget Lite,25,$89.99,"$2,249.75",shipped
101048,2026-04-20,Acme Corp,East,Widget Pro,12,"$1,234.50","$14,814.00",Pending
101049,Apr 21 2026,Umbrella Ltd,East,Gadget X,15,"$2,150.00","$32,250.00",shipped
101050,22/04/2026,Globex Incorporated,n-y-c,Gizmo Mini,20,$45.00,$900.00,Shipped
101051,2026-04-23,Vehement Capital,East,Widget Pro,19,"$1,234.50","$23,455.50",pending
101052,24/04/2026,Umbrella Ltd,East,Widget Pro,28,"$1,234.50","$34,566.00",Pending
101053,25/04/2026,Vehement Capital,New York,Gizmo Mini,6,$45.00,$270.00,Pending
101054,2026-04-26,Vehement Capital,nyc,Widget Pro,2,"$1,234.50","$2,469.00",pending
101055,2026-04-27,Acme Corp,West,Gadget X,1,"$2,150.00","$2,150.00",Pending
101056,2026-04-28,Hooli,west,Widget Pro,3,"$1,234.50","$3,703.50",SHIPPED
101057,2026-03-01,Wayne Enterprises,West,Widget Lite,23,$89.99,"$2,069.77",Pending
101058,2026-03-02,Soylent Co,East,Widget Lite,18,$89.99,"$1,619.82",Shipped
101059,2026-03-03,Soylent Co,n-y-c,Widget Pro,21,"$1,234.50","$25,924.50",shipped
101060,Mar 4 2026,Soylent Co,East,Gizmo Mini,9,$45.00,$405.00,pending
101061,13/03/2026,Wayne Enterprises,nyc,Widget Pro,4,"$1,234.50","$4,938.00",Pending
101062,2026-03-06,Soylent Co,West,Gizmo Mini,11,$45.00,$495.00,Pending
101063,13/03/2026,Umbrella Ltd,west,Gadget X,24,"$2,150.00","$51,600.00",Pending
101064,2026-03-08,Umbrella Ltd,West,Gizmo Mini,2,$45.00,$90.00,shipped
101065,2026-03-09,Massive Dynamic,East,Gadget X,3,"$2,150.00","$6,450.00",pending
101066,2026-03-10,Stark Industries,west,Gadget X,10,"$2,150.00","$21,500.00",pending
101067,2026-03-11,Globex Incorporated,NYC,Widget Pro,2,"$1,234.50","$2,469.00",shipped
101068,13/03/2026,Hooli,East,Widget Pro,25,"$1,234.50","$30,862.50",shipped
101069,2026-03-13,,nyc,Widget Lite,24,$89.99,"$2,159.76",pending
101070,14/03/2026,Wayne Enterprises,West,Gizmo Mini,4,$45.00,$180.00,Shipped
101071,2026-03-15,Hooli,New York,Widget Pro,10,"$1,234.50","$12,345.00",Pending
101072,2026-03-16,Hooli,East,Widget Pro,18,"$1,234.50","$22,221.00",Shipped
101073,2026-03-17,Soylent Co,East,Widget Lite,20,$89.99,"$1,799.80",SHIPPED
101074,Mar 18 2026,Acme Corp,East,Widget Pro,13,"$1,234.50","$16,048.50",Shipped
101075,2026-03-19,Massive Dynamic,west,Widget Pro,20,"$1,234.50","$24,690.00",Pending
101076,20/03/2026,Acme Corp,west,Gizmo Mini,3,$45.00,$135.00,Pending
101077,2026-03-21,Initech,East,Widget Pro,7,"$1,234.50","$8,641.50",Shipped
101078,22/03/2026,Wayne Enterprises,West,Widget Pro,3,"$1,234.50","$3,703.50",Pending
101079,2026-03-23,Wayne Enterprises,nyc,Gadget X,2,"$2,150.00","$4,300.00",pending
101080,2026-03-24,Hooli,NYC,Gadget X,4,"$2,150.00","$8,600.00",pending
101081,2026-03-25,Initech,nyc,Widget Pro,1,"$1,234.50","$1,234.50",shipped
101082,2026-03-26,Hooli,west,Widget Lite,11,$89.99,$989.89,SHIPPED
101083,2026-03-27,Globex Incorporated,East,Gadget X,18,"$2,150.00","$38,700.00",SHIPPED
101084,2026-03-28,Globex Incorporated,west,Gadget X,4,"$2,150.00","$8,600.00",pending
101085,13/04/2026,Initech,East,Widget Lite,9,$89.99,$809.91,shipped
101086,2026-04-02,Soylent Co,west,Gizmo Mini,1,$45.00,$45.00,shipped
101087,2026-04-03,Hooli,West,Widget Lite,5,$89.99,$449.95,Pending
101088,13/04/2026,Vehement Capital,East,Widget Lite,28,$89.99,"$2,519.72",shipped
101089,13/04/2026,Umbrella Ltd,West,Widget Pro,18,"$1,234.50","$22,221.00",Pending
101090,2026-04-06,Hooli,East,Gizmo Mini,-19,$45.00,-$855.00,cancelled
101091,2026-04-07,Stark Industries,East,Widget Pro,1,"$1,234.50","$1,234.50",SHIPPED
101092,2026-04-08,Massive Dynamic,west,Widget Lite,7,$89.99,$629.93,SHIPPED
101093,2026-04-09,Vehement Capital,New York,Gadget X,2,"$2,150.00","$4,300.00",pending
101094,2026-04-10,Globex Incorporated,East,Widget Pro,17,"$1,234.50","$20,986.50",Pending
101095,2026-04-11,Soylent Co,NYC,Gadget X,20,"$2,150.00","$43,000.00",Pending
101096,2026-04-12,Vehement Capital,west,Gizmo Mini,10,$45.00,$450.00,pending
101097,13/04/2026,Initech,East,Widget Pro,24,"$1,234.50","$29,628.00",Pending
101098,14/04/2026,Acme Corp,west,Gizmo Mini,13,$45.00,$585.00,SHIPPED
101098,14/04/2026, Acme Corp ,WEST,Gizmo Mini,13,$45.00,$585.00,SHIPPED
101099,2026-04-16,Stark Industries,New York,Widget Lite,29,$89.99,"$2,609.71",SHIPPED
101100,2026-04-17,Soylent Co,NYC,Widget Lite,24,$89.99,"$2,159.76",SHIPPED
101101,2026-04-18,Globex Incorporated,East,Gadget X,23,"$2,150.00","$49,450.00",SHIPPED
101102,2026-04-19,Hooli,n-y-c,Widget Lite,24,$89.99,"$2,159.76",pending
101103,2026-04-20,Stark Industries,East,Widget Pro,27,"$1,234.50","$33,331.50",Pending
101104,2026-04-21,Globex Incorporated,west,Gizmo Mini,22,$45.00,$990.00,SHIPPED
101105,2026-04-22,Massive Dynamic,n-y-c,Gizmo Mini,14,$45.00,$630.00,Pending
101106,2026-04-23,Stark Industries,East,Gadget X,18,"$2,150.00","$38,700.00",Pending
101107,2026-04-24,Acme Corp,East,Gadget X,20,"$2,150.00","$43,000.00",pending
101108,2026-04-25,Initech,n-y-c,Gadget X,25,"$2,150.00","$53,750.00",pending
101109,26/04/2026,Hooli,East,Gizmo Mini,22,$45.00,$990.00,Pending
101110,2026-04-27,Wayne Enterprises,New York,Widget Lite,7,$89.99,$629.93,shipped
